Gr Liv Area,Lot Area,Total Bsmt SF,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bedroom AbvGr,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Neighborhood,Central Air,Sale Condition,SalePrice
1392,13560,1392.0,6,3,1968,1968,2,1,0,5,2,2.0,576.0,NAmes,Y,Normal,110000
1738,12513,715.0,4,4,1920,2007,4,2,0,7,1,1.0,368.0,NAmes,Y,Normal,104900
1144,8760,1169.0,5,7,1956,1956,3,1,0,6,0,1.0,286.0,NAmes,Y,Normal,150000
1478,8400,1478.0,6,3,1957,1957,3,1,1,6,2,2.0,442.0,NAmes,Y,Normal,156500
1329,12285,1329.0,7,6,1960,1960,3,1,1,5,2,2.0,441.0,NAmes,Y,Normal,176000
988,9240,988.0,6,8,1959,1998,3,2,0,6,0,1.0,297.0,NAmes,Y,Normal,149500
1632,9600,1240.0,6,6,1958,1988,3,2,0,6,1,1.0,338.0,NAmes,Y,Normal,139000
1215,12400,1215.0,6,7,1958,1998,3,1,0,6,0,1.0,297.0,NAmes,Y,Normal,155000
1202,8750,1202.0,5,5,1956,1956,3,1,0,6,0,1.0,304.0,NAmes,Y,Abnorml,120000
1382,8750,1382.0,5,5,1955,1955,3,1,0,6,0,1.0,350.0,NAmes,Y,Normal,153000
1200,10400,1200.0,4,5,1956,1956,3,1,0,6,2,1.0,294.0,NAmes,Y,Family,144000
1382,19296,1362.0,6,5,1962,1962,3,1,0,6,1,2.0,884.0,NAmes,Y,Normal,176000
1297,8532,1297.0,5,6,1954,1990,3,1,0,5,1,2.0,498.0,NAmes,Y,Normal,153000
1866,9482,1866.0,5,4,1958,1958,4,2,0,8,0,2.0,495.0,NAmes,Y,Normal,135000
1062,8128,1062.0,6,7,1954,1954,3,1,0,6,0,1.0,297.0,NAmes,Y,Normal,131000
1319,10634,608.0,5,6,1953,1953,3,1,0,5,0,1.0,270.0,NAmes,Y,Normal,123000
1112,13070,631.0,5,5,1951,1951,2,1,0,5,0,2.0,480.0,NAmes,Y,Normal,126000
1005,10434,1005.0,4,5,1955,1955,2,1,0,5,1,2.0,672.0,NAmes,Y,Normal,115000
1363,14559,1008.0,5,7,1951,2000,2,1,0,6,2,1.0,288.0,NAmes,Y,Normal,164900
793,8480,793.0,5,6,1945,1950,2,1,0,4,0,1.0,240.0,NAmes,Y,Normal,113000
1031,7626,1031.0,5,8,1952,2005,2,1,0,5,0,1.0,230.0,NAmes,Y,Normal,145500
1210,9533,0.0,5,5,1953,1953,2,1,1,7,0,1.0,616.0,NAmes,Y,Normal,102900
1699,10615,978.0,3,5,1900,1970,3,2,0,7,0,2.0,420.0,OldTown,Y,Abnorml,95000
1527,11419,699.0,7,7,1948,1999,3,1,1,6,1,2.0,410.0,NAmes,Y,Normal,152500
1200,9600,1200.0,5,6,1950,1950,3,1,0,6,0,1.0,246.0,NAmes,Y,Normal,129900
972,8000,972.0,6,6,1948,2002,2,1,0,5,1,1.0,240.0,NAmes,Y,Normal,132000
792,5470,792.0,3,5,1958,1958,2,1,0,4,0,1.0,366.0,OldTown,Y,Normal,99900
1656,10410,660.0,5,7,1916,1987,3,2,1,8,0,1.0,180.0,OldTown,Y,Normal,135000
1352,10800,676.0,5,7,1939,2006,4,2,0,7,0,2.0,720.0,OldTown,Y,Normal,149000
1039,8146,405.0,4,8,1900,2003,2,1,0,6,0,1.0,281.0,OldTown,Y,Normal,114000
792,9022,768.0,5,8,1924,2006,2,1,0,5,0,1.0,240.0,OldTown,Y,Normal,109500
1078,10230,1054.0,5,7,1925,1950,3,1,0,6,0,1.0,264.0,OldTown,Y,Normal,125000
2377,10410,1313.0,4,5,1915,1950,3,2,0,8,1,2.0,528.0,OldTown,Y,Normal,142900
1690,7200,560.0,7,9,1910,2008,4,2,0,5,0,2.0,624.0,OldTown,Y,Normal,156500
599,5400,416.0,2,5,1940,1950,2,1,0,4,0,0.0,0.0,OldTown,N,Normal,59000
1374,5400,840.0,4,6,1920,1950,2,1,0,6,0,1.0,338.0,OldTown,Y,Normal,105000
846,10800,720.0,5,7,1920,1950,2,1,0,4,0,2.0,576.0,OldTown,N,Normal,106000
725,10800,630.0,3,5,1890,1998,1,1,1,4,0,1.0,320.0,OldTown,Y,Normal,78500
2544,9671,1248.0,6,5,1969,1969,6,2,2,12,0,3.0,907.0,NAmes,Y,Normal,190000
1380,10143,1380.0,6,7,1963,1963,3,1,1,6,0,1.0,364.0,NAmes,Y,Normal,154000
1040,11500,1040.0,6,4,1967,1967,3,1,0,6,1,2.0,480.0,NAmes,Y,Normal,163000
2634,11643,1248.0,5,5,1969,1969,6,2,2,12,0,4.0,968.0,NAmes,Y,Normal,200000
951,8010,951.0,6,9,1958,2007,2,1,0,6,0,2.0,480.0,NAmes,Y,Normal,143500
1105,10454,1105.0,6,6,1957,1957,3,1,0,5,0,1.0,308.0,NAmes,Y,Normal,135000
1306,8712,992.0,5,7,1957,2000,2,1,0,5,0,1.0,756.0,NAmes,Y,Normal,153000
1478,17600,1478.0,6,5,1960,1960,3,2,0,6,2,2.0,498.0,NAmes,Y,Normal,157500
1142,9000,160.0,6,6,1958,1958,2,1,0,5,1,1.0,384.0,NAmes,Y,Normal,113500
1268,12144,832.0,5,7,1949,1950,3,1,0,6,1,1.0,288.0,NAmes,Y,Normal,133000
1040,8544,0.0,3,4,1950,1950,2,2,0,6,0,2.0,400.0,NAmes,N,Normal,92900
1133,8064,795.0,6,5,1950,1950,3,1,0,5,0,2.0,900.0,NAmes,N,Abnorml,128500
1040,7200,0.0,4,5,1949,1950,2,2,0,6,0,2.0,420.0,NAmes,N,Normal,90000
1904,7200,1208.0,5,4,1950,1982,3,1,1,7,0,1.0,240.0,NAmes,Y,Normal,138000
1041,7350,1041.0,5,6,1958,1958,3,1,0,6,0,1.0,294.0,NAmes,Y,Normal,128000
1339,7560,1029.0,5,6,1958,1965,3,1,0,6,0,1.0,294.0,NAmes,Y,Abnorml,139000
732,7200,732.0,5,7,1952,1952,2,1,0,4,0,1.0,240.0,NAmes,Y,Normal,118900
1183,8000,528.0,5,5,1959,1959,3,1,0,6,0,1.0,288.0,NAmes,Y,Normal,138000
1148,7931,1148.0,5,5,1959,1959,3,1,0,6,0,1.0,672.0,NAmes,Y,Normal,132500
1461,10800,832.0,4,7,1949,1996,4,2,0,6,0,1.0,384.0,NAmes,Y,Normal,133500
1495,8064,864.0,6,7,1948,1994,3,1,0,6,0,2.0,576.0,NAmes,Y,Abnorml,135000
1806,7570,780.0,6,5,1964,1964,4,1,1,8,0,2.0,483.0,NAmes,Y,Normal,144750
941,8604,941.0,5,7,1978,1978,2,1,0,4,0,2.0,564.0,NAmes,Y,Normal,145000
1045,7936,1045.0,6,6,1963,1963,3,1,0,6,1,1.0,264.0,NAmes,Y,Normal,127000
894,6600,894.0,5,5,1962,1962,2,1,0,5,0,1.0,308.0,NAmes,N,Normal,109500
1224,3950,818.0,6,8,1926,2004,3,1,0,5,0,1.0,210.0,OldTown,Y,Normal,115000
1230,10440,440.0,5,6,1910,1981,2,1,1,5,0,2.0,440.0,OldTown,Y,Normal,110000
1378,4080,901.0,6,8,1935,1998,3,1,0,6,0,1.0,162.0,OldTown,Y,Normal,128900
1944,10307,972.0,6,5,1910,1950,4,2,0,12,0,2.0,324.0,OldTown,N,Normal,103500
1131,5720,676.0,5,6,1941,1950,3,1,1,5,0,1.0,200.0,OldTown,Y,Abnorml,66500
1306,15660,240.0,5,8,1910,2003,3,1,1,6,0,2.0,472.0,OldTown,Y,Normal,130000
1464,9900,504.0,5,8,1910,2002,3,2,0,7,0,0.0,0.0,OldTown,Y,Normal,129000
1558,6406,690.0,5,6,1939,1950,3,1,1,7,1,2.0,400.0,OldTown,Y,Normal,150000
2372,6600,994.0,5,4,1892,1965,4,2,0,11,0,1.0,432.0,OldTown,N,Normal,107500
1701,7627,600.0,4,6,1920,1950,4,2,0,8,0,0.0,0.0,OldTown,N,Normal,94550
1960,7596,960.0,5,5,1952,1952,4,2,0,10,0,2.0,400.0,OldTown,Y,Normal,124500
1389,3378,651.0,7,8,1946,1992,3,1,1,6,2,1.0,240.0,OldTown,Y,Normal,135000
1447,10134,801.0,5,5,1910,1950,3,1,0,6,0,0.0,0.0,OldTown,N,Normal,103000
936,6000,936.0,4,4,1953,1953,2,1,0,4,0,2.0,576.0,OldTown,N,Normal,93000
1328,6000,768.0,5,7,1950,1970,3,1,1,6,0,1.0,308.0,OldTown,Y,Normal,129500
1387,6000,811.0,5,4,1954,1954,3,2,0,7,0,1.0,256.0,OldTown,Y,Normal,93000
861,7404,861.0,4,6,1920,1950,2,1,0,5,0,2.0,288.0,OldTown,Y,Normal,80000
612,5925,0.0,2,4,1940,1950,1,1,0,4,0,1.0,308.0,OldTown,N,Normal,45000
968,5925,600.0,3,6,1910,1950,2,1,0,6,0,0.0,0.0,OldTown,N,Abnorml,37900
886,5784,190.0,5,8,1938,1996,2,1,0,4,0,1.0,273.0,OldTown,Y,Normal,91300
792,8520,624.0,5,8,1923,1950,2,1,0,5,0,1.0,287.0,OldTown,Y,Normal,99500
1452,4456,736.0,4,5,1920,2008,2,2,0,8,0,0.0,0.0,OldTown,Y,Partial,113000
1510,9600,677.0,4,4,1910,1950,3,2,0,7,0,2.0,720.0,OldTown,Y,Normal,87500
1284,3500,720.0,5,7,1947,1950,2,1,1,5,0,1.0,240.0,OldTown,Y,Normal,110000
2138,8100,849.0,5,5,1898,1965,2,2,0,11,0,2.0,360.0,OldTown,N,Normal,106000
2640,11700,1240.0,7,7,1880,2003,4,1,1,8,1,4.0,864.0,OldTown,N,Normal,265979
2007,8400,917.0,6,7,1900,1950,3,2,0,8,0,1.0,357.0,OldTown,Y,Normal,160000
1288,3600,624.0,6,7,1917,2007,3,1,0,5,1,1.0,280.0,OldTown,Y,Normal,119000
1742,17671,916.0,8,9,1882,1986,4,1,1,8,1,2.0,424.0,OldTown,Y,Normal,168000
816,3300,624.0,4,3,1910,1950,2,1,0,5,1,0.0,0.0,OldTown,Y,Normal,58500
1482,9000,650.0,7,9,1920,1988,3,1,0,7,0,2.0,324.0,OldTown,Y,Normal,143000
1022,7200,1022.0,5,4,1910,2006,2,1,0,4,0,1.0,280.0,OldTown,N,Normal,85000
1869,8820,1088.0,5,6,1890,1996,2,1,0,7,0,2.0,456.0,OldTown,Y,Normal,124900
1480,5400,972.0,6,6,1920,1950,3,1,0,6,0,1.0,207.0,OldTown,Y,Family,119000
1521,9720,741.0,6,7,1910,2002,4,1,0,8,0,3.0,640.0,OldTown,Y,Normal,146500
720,7879,720.0,4,5,1920,1950,2,1,0,4,0,0.0,0.0,IDOTRR,N,Abnorml,34900
797,9392,245.0,3,3,1900,1950,2,1,0,5,0,0.0,0.0,IDOTRR,N,Abnorml,44000
1576,21384,1324.0,5,6,1923,2004,3,1,1,6,1,2.0,528.0,BrkSide,Y,Normal,223500
1432,6615,1022.0,6,6,1923,1950,3,1,0,6,1,1.0,216.0,BrkSide,N,Normal,149000
1548,7264,952.0,7,7,1925,2007,3,2,1,5,0,2.0,672.0,BrkSide,N,Normal,205000
1654,4960,297.0,5,7,1930,1982,3,2,0,7,1,1.0,336.0,BrkSide,Y,Normal,137000
952,8854,952.0,6,6,1916,1950,2,1,0,4,1,1.0,192.0,BrkSide,N,Normal,121000
1324,6000,672.0,4,6,1936,1950,3,1,0,6,0,1.0,240.0,BrkSide,Y,Normal,128000
1176,6000,698.0,6,9,1937,2000,2,1,0,4,0,2.0,624.0,BrkSide,Y,Normal,134900
1348,6000,884.0,5,8,1925,1997,3,1,0,5,1,1.0,216.0,BrkSide,Y,Normal,117000
1412,6000,780.0,6,6,1939,1950,4,1,0,6,1,1.0,280.0,BrkSide,Y,Normal,132500
1142,6000,468.0,5,5,1924,1950,3,1,0,6,0,1.0,320.0,BrkSide,Y,Normal,93000
904,6000,884.0,6,7,1926,2004,2,1,0,4,0,1.0,180.0,BrkSide,Y,Normal,119000
1301,6911,1145.0,5,5,1924,1950,2,1,0,5,0,2.0,440.0,BrkSide,Y,Normal,100000
1539,6120,927.0,5,6,1936,1950,3,1,1,5,0,2.0,576.0,BrkSide,Y,Normal,141500
1573,6120,884.0,4,7,1935,1995,3,1,0,6,0,1.0,240.0,BrkSide,Y,Normal,133000
800,6120,264.0,2,3,1936,1950,1,1,0,4,1,0.0,0.0,BrkSide,N,Normal,60000
875,6120,715.0,5,7,1931,1993,2,1,0,5,0,1.0,180.0,BrkSide,Y,Normal,105000
995,6120,960.0,5,6,1925,1999,2,1,0,5,0,1.0,264.0,BrkSide,Y,Abnorml,115000
1582,6120,952.0,5,6,1938,1950,3,2,0,6,1,1.0,250.0,BrkSide,Y,Normal,150000
1072,8635,1072.0,5,5,1925,1950,2,1,0,5,0,5.0,1184.0,BrkSide,Y,Normal,126500
2134,11888,844.0,6,6,1916,1994,5,2,0,10,0,2.0,441.0,BrkSide,N,Normal,214500
2019,11414,728.0,7,8,1910,1993,3,1,0,8,0,2.0,532.0,BrkSide,N,Normal,167500
1768,8094,1048.0,6,6,1915,1950,3,2,0,8,0,2.0,576.0,OldTown,Y,Normal,155000
1826,2500,910.0,7,8,1915,2005,4,1,1,7,1,1.0,164.0,OldTown,Y,Normal,155000
1944,9928,672.0,7,8,1915,1994,3,2,0,8,0,1.0,216.0,OldTown,Y,Normal,179900
2229,5520,755.0,6,6,1912,1950,5,1,0,8,0,0.0,0.0,OldTown,Y,Abnorml,104000
2128,3000,1040.0,5,1,1922,1950,4,2,0,11,0,0.0,0.0,OldTown,N,Abnorml,62500
1930,6876,720.0,6,5,1927,1950,4,2,0,8,0,1.0,316.0,IDOTRR,Y,Normal,149000
1208,6240,780.0,4,5,1925,1950,2,1,0,5,0,2.0,539.0,IDOTRR,Y,Normal,103000
1427,5775,483.0,6,7,1915,2002,3,1,0,7,0,1.0,379.0,OldTown,Y,Normal,123000
1864,5852,1020.0,7,5,1902,2000,6,2,1,9,0,0.0,0.0,OldTown,N,Normal,97500
1666,5160,1204.0,6,6,1927,1950,3,1,0,4,0,1.0,384.0,IDOTRR,Y,Normal,135000
892,5160,858.0,4,6,1923,1950,1,1,0,5,0,0.0,0.0,IDOTRR,Y,Abnorml,70000
1403,10320,698.0,6,7,1915,1965,3,1,1,7,0,1.0,308.0,IDOTRR,Y,Normal,116000
704,4280,560.0,4,9,1946,2001,2,1,0,4,0,1.0,220.0,Sawyer,Y,Normal,88750
1200,10800,1200.0,5,5,1987,1988,3,3,0,5,0,0.0,0.0,Edwards,Y,Alloca,179000
1200,10800,1200.0,5,5,1987,1988,3,3,0,5,0,0.0,0.0,Edwards,Y,Alloca,179000
1152,10547,1152.0,5,5,1978,1978,2,2,0,6,0,1.0,252.0,Edwards,Y,Normal,159900
904,10020,683.0,1,1,1922,1950,1,0,1,4,0,0.0,0.0,Edwards,N,Normal,61000
1369,6629,672.0,6,6,1925,1950,3,2,0,6,0,1.0,300.0,Edwards,N,Normal,103600
1112,9780,585.0,5,3,1934,1950,4,2,0,6,0,1.0,226.0,Edwards,N,Normal,63000
1464,12886,520.0,5,6,1963,1999,3,2,0,6,1,2.0,480.0,Sawyer,Y,Normal,175000
1121,8816,1121.0,5,6,1963,1963,3,1,0,5,0,2.0,480.0,Sawyer,Y,Normal,139000
1683,11184,918.0,6,5,1978,1978,3,2,1,7,1,2.0,440.0,Sawyer,Y,Normal,172500
1052,11625,1052.0,5,6,1967,1967,3,1,1,6,1,1.0,668.0,Sawyer,Y,Abnorml,113500
899,7800,864.0,5,7,1967,2004,3,1,0,5,0,1.0,288.0,Sawyer,Y,Normal,130000
1034,8014,456.0,6,5,1978,1978,3,1,0,5,1,2.0,504.0,Sawyer,Y,Normal,149900
858,7252,858.0,5,5,1982,1982,2,1,0,5,0,2.0,576.0,Sawyer,Y,Normal,134900
860,8740,840.0,5,6,1982,1982,2,1,0,4,0,2.0,528.0,Sawyer,Y,Normal,137000
1092,11616,1092.0,5,5,1962,1962,3,1,0,6,1,1.0,288.0,Sawyer,Y,Normal,139000
1774,15400,552.0,5,5,1961,1961,4,2,0,8,1,1.0,384.0,Sawyer,Y,Normal,165000
1138,15312,1138.0,6,5,1960,1960,3,1,0,6,1,2.0,480.0,Sawyer,Y,Normal,148000
2071,15584,825.0,5,5,1956,1956,4,1,1,9,1,1.0,336.0,ClearCr,Y,Normal,165000
660,9000,0.0,2,2,1947,1950,2,1,0,5,0,0.0,0.0,Sawyer,N,Normal,63900
1788,11250,1104.0,4,5,1957,1989,5,1,0,8,2,1.0,304.0,ClearCr,Y,Normal,161500
1473,25095,1437.0,5,8,1968,2003,1,1,0,5,2,1.0,452.0,ClearCr,Y,Partial,143000
1229,17140,1134.0,4,6,1956,1956,3,1,0,6,0,1.0,284.0,Edwards,Y,Normal,135000
861,12342,861.0,4,5,1940,1950,1,1,0,4,0,2.0,539.0,Edwards,Y,Normal,82500
1867,10708,1617.0,5,5,1955,1993,2,1,0,7,3,1.0,303.0,ClearCr,Y,Normal,190000
1733,13680,0.0,3,5,1955,1955,4,2,0,8,1,2.0,452.0,Edwards,Y,Normal,139600
1383,15635,0.0,4,5,1954,1954,2,1,0,6,0,2.0,498.0,Edwards,Y,Normal,122000
1689,9855,1436.0,6,5,1956,1956,3,1,0,7,1,2.0,480.0,Edwards,Y,Normal,127500
1073,9571,1073.0,5,5,1956,1956,2,1,0,5,0,1.0,340.0,Edwards,Y,Normal,121500
1276,9571,1276.0,5,3,1958,1958,3,1,0,5,0,1.0,350.0,Edwards,Y,Abnorml,60000
1639,9350,747.0,6,7,1946,1950,3,1,1,6,1,1.0,240.0,Edwards,Y,Normal,154400
672,9340,672.0,4,6,1941,1950,2,1,0,4,0,1.0,234.0,Edwards,Y,Normal,113000
1089,7440,1089.0,5,6,1954,1954,3,1,0,5,1,1.0,252.0,Edwards,Y,Normal,125000
845,11500,0.0,4,3,1957,1957,3,1,0,5,0,1.0,290.0,Edwards,N,Normal,84000
1049,4235,1049.0,5,5,1984,1984,2,2,0,5,0,1.0,266.0,Edwards,Y,Normal,139500
1716,11409,768.0,5,4,1949,2008,3,1,1,8,1,1.0,281.0,Edwards,Y,Normal,131000
1258,9060,560.0,6,5,1939,1950,2,1,0,6,0,1.0,280.0,Edwards,Y,Normal,105000
1510,9084,755.0,4,5,1940,1950,4,1,0,7,1,1.0,296.0,Edwards,Y,Normal,108000
1061,10778,1054.0,7,6,1990,1991,1,1,1,4,0,2.0,462.0,SawyerW,Y,Normal,162000
1338,19255,520.0,6,5,1983,1983,2,1,1,5,1,2.0,576.0,SawyerW,Y,Normal,156500
2132,12327,1496.0,8,8,1983,2009,1,1,1,5,1,2.0,612.0,SawyerW,Y,Normal,316600
2196,14684,2158.0,7,7,1990,1991,3,2,0,7,1,3.0,701.0,SawyerW,Y,Normal,271900
1775,9317,740.0,7,5,1993,1993,3,2,1,7,1,2.0,425.0,SawyerW,Y,Normal,213000
1879,10560,1079.0,7,5,1993,1994,3,2,1,8,1,2.0,473.0,SawyerW,Y,Normal,239900
2020,9828,1128.0,8,5,1995,1995,3,2,1,8,1,2.0,466.0,SawyerW,Y,Normal,239500
2016,26400,0.0,5,7,1880,2007,4,1,0,7,1,2.0,576.0,SawyerW,Y,Normal,131000
1535,7018,0.0,5,5,1979,1979,4,2,0,8,0,2.0,410.0,SawyerW,Y,Alloca,118964
1224,7018,1086.0,5,5,1979,1979,2,0,2,6,2,2.0,528.0,SawyerW,Y,Alloca,153337
2228,7018,0.0,5,5,1979,1979,6,2,0,8,0,2.0,720.0,SawyerW,Y,Alloca,147983
1535,7018,0.0,5,5,1979,1979,4,2,0,8,0,2.0,400.0,SawyerW,Y,Alloca,118858
1535,7018,0.0,5,5,1979,1979,4,2,0,8,0,2.0,400.0,SawyerW,Y,Alloca,118858
2240,7018,0.0,5,5,1979,1979,6,2,0,12,0,2.0,528.0,SawyerW,Y,Alloca,142953
1229,7040,1094.0,5,5,1979,1979,2,0,2,6,2,2.0,672.0,SawyerW,Y,Alloca,148325
1513,7007,0.0,5,5,1979,1979,4,2,0,8,0,2.0,400.0,SawyerW,Y,Alloca,113722
2787,11855,1168.0,7,5,2000,2000,6,4,2,8,2,4.0,820.0,SawyerW,Y,Normal,269500
2787,7939,1168.0,7,5,2000,2000,6,4,2,8,2,4.0,820.0,SawyerW,Y,Normal,269500
2787,7976,1168.0,7,5,2000,2000,6,4,2,8,2,4.0,820.0,SawyerW,Y,Normal,269500
1680,10933,1555.0,9,5,2009,2009,1,1,1,8,1,3.0,1138.0,CollgCr,Y,Partial,323262
1718,10637,1705.0,8,5,2007,2008,3,2,0,7,1,3.0,826.0,CollgCr,Y,Normal,297000
1630,10226,1622.0,8,5,2008,2008,3,2,0,8,1,3.0,860.0,CollgCr,Y,Normal,295493
1720,10816,1720.0,9,5,2008,2008,3,2,0,8,1,3.0,846.0,CollgCr,Y,Normal,332000
1468,9178,1468.0,8,5,2008,2008,3,2,0,6,1,3.0,904.0,CollgCr,Y,Normal,239900
1768,10769,866.0,8,5,2007,2007,3,2,1,7,0,2.0,578.0,CollgCr,Y,Normal,212000
1838,11422,1838.0,8,5,2007,2008,3,2,0,7,2,2.0,524.0,CollgCr,Y,Normal,272500
1800,11923,1800.0,9,5,2007,2007,2,2,0,7,0,2.0,702.0,CollgCr,Y,Normal,239000
1604,8814,1604.0,7,5,2006,2006,3,2,1,8,1,2.0,660.0,CollgCr,Y,Abnorml,220000
1290,6762,1282.0,7,5,2007,2007,2,2,0,6,1,2.0,662.0,CollgCr,Y,Normal,200000
1254,10324,1254.0,8,5,2008,2008,2,2,0,5,0,3.0,810.0,CollgCr,Y,Normal,221800
1232,7314,1232.0,7,5,2007,2007,2,2,0,6,0,2.0,632.0,CollgCr,Y,Normal,194500
1498,11645,1498.0,8,5,2005,2006,3,2,0,7,1,3.0,844.0,CollgCr,Y,Normal,237000
1422,11646,704.0,6,5,2005,2006,3,2,1,7,1,2.0,440.0,CollgCr,Y,Normal,173000
1644,12800,1518.0,7,5,1989,1989,2,2,0,5,1,2.0,569.0,SawyerW,Y,Normal,275000
1759,16698,1449.0,7,5,1992,1993,3,2,1,7,1,2.0,525.0,ClearCr,Y,Normal,233500
2126,28698,1013.0,5,5,1967,1967,3,2,1,7,0,2.0,538.0,ClearCr,Y,Abnorml,185000
1040,12464,1040.0,5,5,1996,1996,3,1,0,6,0,2.0,576.0,CollgCr,Y,Normal,152000
990,9757,990.0,5,7,1994,1994,3,1,0,5,0,1.0,440.0,CollgCr,Y,Normal,143000
1764,15426,928.0,6,5,1997,1997,3,2,1,7,0,2.0,470.0,CollgCr,Y,Normal,231500
1661,10667,799.0,7,6,1996,1996,3,2,1,6,1,2.0,550.0,CollgCr,Y,Normal,212000
1463,14753,1463.0,7,5,1998,1998,3,2,0,5,0,2.0,539.0,CollgCr,Y,Normal,207000
1097,10859,1097.0,5,5,1994,1995,3,1,1,6,0,2.0,672.0,CollgCr,Y,Normal,145000
990,8072,990.0,5,5,1994,1995,3,1,0,5,0,2.0,480.0,CollgCr,Y,Normal,138000
1779,10400,866.0,7,5,1998,1998,3,2,1,6,0,2.0,546.0,CollgCr,Y,Normal,197900
1501,10335,1490.0,7,5,1999,1999,3,2,0,6,0,2.0,577.0,CollgCr,Y,Normal,204000
1431,9017,1431.0,7,5,1999,1999,3,2,0,6,0,2.0,666.0,CollgCr,Y,Normal,192000
1772,8750,928.0,6,5,1998,1998,3,2,1,7,1,2.0,492.0,CollgCr,Y,Normal,200000
1660,8935,831.0,7,5,2002,2002,3,2,1,7,0,2.0,493.0,CollgCr,Y,Normal,195000
1573,9808,1573.0,7,5,2002,2002,3,2,0,6,0,2.0,544.0,CollgCr,Y,Normal,227000
1840,12420,944.0,7,5,2001,2001,3,2,1,6,0,2.0,622.0,CollgCr,Y,Normal,230000
1430,16285,1413.0,7,5,2001,2002,3,2,0,6,0,2.0,605.0,CollgCr,Y,Normal,187100
1444,10739,1431.0,7,5,2002,2001,3,2,0,6,0,2.0,577.0,CollgCr,Y,Normal,203000
1492,11166,1492.0,7,5,2001,2001,3,2,0,6,1,2.0,608.0,CollgCr,Y,Family,201000
1040,8430,1040.0,5,5,1978,1978,3,2,0,5,0,0.0,0.0,CollgCr,Y,Normal,124000
907,16269,907.0,5,5,1978,1978,3,1,0,5,0,1.0,343.0,CollgCr,Y,Normal,140000
914,6950,914.0,5,7,1979,1979,2,1,0,5,0,2.0,444.0,CollgCr,Y,Normal,134900
1040,8800,1040.0,5,7,1977,2008,3,2,0,5,0,2.0,484.0,CollgCr,Y,Normal,150500
864,7000,864.0,5,8,1978,2005,3,1,0,6,0,1.0,336.0,CollgCr,Y,Normal,136500
1268,9286,1268.0,5,7,1977,1989,3,1,1,5,0,1.0,252.0,CollgCr,Y,Normal,143500
864,15523,864.0,5,6,1972,1972,3,1,0,5,1,1.0,338.0,CollgCr,Y,Normal,133500
894,7200,894.0,5,5,1972,1972,2,1,0,6,0,2.0,600.0,CollgCr,Y,Normal,123000
768,7200,768.0,5,8,1972,2003,2,1,0,5,0,1.0,396.0,CollgCr,Y,Normal,133900
768,8445,768.0,5,7,1972,2007,2,1,0,5,0,2.0,396.0,CollgCr,Y,Normal,133000
1611,11664,1569.0,7,5,2002,2002,3,2,0,6,0,3.0,1231.0,CollgCr,Y,Normal,250000
2184,12334,1068.0,8,5,2003,2003,4,2,1,8,1,2.0,570.0,CollgCr,Y,Normal,254750
1788,11838,1753.0,8,5,2001,2001,3,2,0,7,1,2.0,522.0,CollgCr,Y,Normal,236500
1872,11885,1299.0,8,5,2001,2001,3,2,1,7,1,2.0,531.0,CollgCr,Y,Normal,261500
2153,11050,1440.0,9,5,2000,2000,3,2,1,8,2,3.0,736.0,CollgCr,Y,Normal,313000
1725,8749,840.0,7,5,2002,2002,3,2,1,6,0,2.0,550.0,CollgCr,Y,Normal,198500
1870,11250,944.0,7,5,2001,2001,3,2,1,6,0,2.0,608.0,CollgCr,Y,Normal,211000
1513,15750,1462.0,8,5,1999,2000,2,2,0,5,1,2.0,521.0,CollgCr,Y,Normal,220000
1504,11883,1504.0,7,5,1996,1996,3,2,0,6,1,2.0,478.0,CollgCr,Y,Normal,203000
1828,12782,1822.0,8,5,2002,2003,3,2,0,7,1,2.0,523.0,CollgCr,Y,Normal,279500
1417,8750,1417.0,7,5,1997,1998,3,2,0,7,1,2.0,511.0,CollgCr,Y,Normal,210000
2034,9375,1057.0,7,5,1997,1998,3,2,1,8,0,2.0,645.0,CollgCr,Y,Normal,219500
1716,8750,880.0,7,5,1996,1996,2,2,1,7,1,2.0,512.0,CollgCr,Y,Normal,191000
1212,9100,1212.0,7,5,2001,2001,3,2,0,6,0,2.0,573.0,CollgCr,Y,Normal,178000
1630,9750,1630.0,7,5,2000,2001,3,2,0,6,1,2.0,451.0,CollgCr,Y,Normal,213000
848,4435,848.0,6,5,2003,2004,1,1,0,4,0,2.0,420.0,CollgCr,Y,Normal,144000
848,4435,848.0,6,5,2003,2003,1,1,0,4,0,2.0,420.0,CollgCr,Y,Normal,140000
1602,10200,1578.0,8,5,2007,2007,3,2,0,7,1,3.0,810.0,CollgCr,Y,Normal,293200
1728,9313,864.0,7,5,2004,2004,3,2,1,7,0,2.0,572.0,CollgCr,Y,Normal,190000
1500,8487,1500.0,7,5,2004,2004,3,2,0,6,0,2.0,570.0,CollgCr,Y,Normal,190000
1476,8633,738.0,6,5,2005,2005,3,2,1,7,0,2.0,540.0,CollgCr,Y,Normal,173500
1396,11069,608.0,6,5,2007,2007,3,2,1,6,1,2.0,440.0,CollgCr,Y,Normal,170000
1126,8777,0.0,4,5,1949,2003,2,2,0,5,0,2.0,520.0,Edwards,Y,Normal,108000
